COMPANY,ADDRESS,LATITUDE,LONGITUDE,CO TPY,NOX TPY,Pb TPY,SO2 TPY,VOC TPY,PM10 TPY,PM2.5 TPY
GEORGIA-PACIFIC GYPSUM II LLC,"GEORGIA-PACIFIC GYPSUM II LLC,GUADALUPE,TEXAS,USA",29.5914715,-98.0314301,40.9982,30.8768,0.0,0.4624,17.4993,16.7162,16.5195
XERXES CORPORATION,"XERXES CORPORATION,GUADALUPE,TEXAS,USA",29.59106629999999,-98.0020675,0.1674,0.1995,0.0,0.0012,92.1967,0,0
GUADALUPE POWER I LLC,"GUADALUPE POWER I LLC,GUADALUPE,TEXAS,USA",29.587769,-97.96975,164.7602,756.9942,0.0,14.449,10.0395,96.5487,89.1971
REPUBLIC PLASTICS LTD,"REPUBLIC PLASTICS LTD,GUADALUPE,TEXAS,USA",29.5871112,-98.0429363,0,0,0.0,0,219.8,0.336,0.336
CITY PUBLIC SERVICE BOARD,"CITY PUBLIC SERVICE BOARD,GUADALUPE,TEXAS,USA",31.9685988,-99.9018131,36.0515,301.8209,0.0,8.6156,24.1748,68.6424,68.0775
ARMORTEX INC,"ARMORTEX INC,GUADALUPE,TEXAS,USA",29.6020959,-98.2819445,0,0,0.0,0,4.57,0,0
CATERPILLAR INC,"CATERPILLAR INC,GUADALUPE,TEXAS,USA",29.5735326,-97.99478500000001,12.21,42.73,0.0,0.1763,5.5775,1.4473,1.4473
LONESTAR OPERATING LLC,"LONESTAR OPERATING LLC,GONZALES,TEXAS,USA",29.5016257,-97.4524926,74.249,37.561,0.0,152.63,25.6781,0.13,0.13
COTTON CENTER FARMERS COOPERATIVE GIN,"COTTON CENTER FARMERS COOPERATIVE GIN,HALE,TEXAS,USA",33.9925865,-101.9906905,0.66,0.79,0.0,0,0.04,14.4,1.02
WINDSTAR INC,"WINDSTAR INC,HALE,TEXAS,USA",34.1064941,-101.8891721,0.49,0.59,0.0,0,0.03,11.5,0.8
QUARTERWAY COTTON GROWERS LLC,"QUARTERWAY COTTON GROWERS LLC,HALE,TEXAS,USA",34.1890818,-101.8500388,0.75,0.89,0.0,0.01,0.05,10.05,0.75
AZTECA MILLING LP,"AZTECA MILLING LP,HALE,TEXAS,USA",34.125882,-101.7490679,44.14,52.519,0.0,0.315,2.887,60.8268,14.712
NORTHERN NATURAL GAS CO,"NORTHERN NATURAL GAS CO,HALE,TEXAS,USA",31.9685988,-99.9018131,20.5358,79.5112,0.0,0.8436,2.4457,1.6386,1.6386
PLAINVIEW BIOENERGY LLC,"PLAINVIEW BIOENERGY LLC,HALE,TEXAS,USA",34.1847936,-101.7068417,10.202,16.121,0.0,0.285,41.3085,21.557,19.383
GOLDEN SPREAD ELECTRIC COOPERATIVE INC,"GOLDEN SPREAD ELECTRIC COOPERATIVE INC,HALE,TEXAS,USA",33.8644142,-101.8425598,94.3076,117.6453,0.0,22.4198,99.1695,67.9856,67.9551
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,HANSFORD,TEXAS,USA",36.2014217,-101.302104,91.7951,176.9797,0.0,79.6122,60.738,8.4585,8.4585
ANR PIPELINE COMPANY,"ANR PIPELINE COMPANY,HANSFORD,TEXAS,USA",36.2014217,-101.302104,28.698,633.04,0.0,0.0812,19.7098,6.412,6.412
PANHANDLE EASTERN PIPE LINE COMPANY LP,"PANHANDLE EASTERN PIPE LINE COMPANY LP,HANSFORD,TEXAS,USA",36.2014217,-101.302104,24.436,395.531,0.0,0.0617,175.402,2.0351,2.0351
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,HANSFORD,TEXAS,USA",36.2014217,-101.302104,65.2,43.27,0.0,0.0638,23.0243,1.49,1.49
ADOBE WALLS GIN LP,"ADOBE WALLS GIN LP,HANSFORD,TEXAS,USA",36.0819819,-101.2512603,3.39,4.03,0.0,0.02,0.23,22.61,2.12
SKYLAND GRAIN LLC,"SKYLAND GRAIN LLC,HANSFORD,TEXAS,USA",36.1960781,-101.162773,2.89,3.44,0.0,0.02,0.19,33.04,2.33
GEORGIA-PACIFIC GYPSUM LLC,"GEORGIA-PACIFIC GYPSUM LLC,HARDEMAN,TEXAS,USA",34.3170287,-99.8218966,102.3849,37.0478,0.0,0.2771,114.4778,125.1233,75.6377
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,3.3872,16.4637,0.0,0.0216,20.0338,0.3648,0.3648
DRAGON PRODUCTS LTD,"DRAGON PRODUCTS LTD,HARDIN,TEXAS,USA",30.3689344,-94.1705224,0.9677,1.152,0.0,0,0.1204,0.8362,0.0877
SOUTH HAMPTON RESOURCES INC,"SOUTH HAMPTON RESOURCES INC,HARDIN,TEXAS,USA",30.37467,-94.171005,56.2645,51.5596,0.0,0.3911,54.6466,4.968,4.968
MOTIVA CHEMICALS LLC,"MOTIVA CHEMICALS LLC,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,21.5727,22.3526,0.0,0.0004,3.2264,0.3022,0.3022
SUNOCO PIPELINE LP,"SUNOCO PIPELINE LP,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,0.0114,0.0313,0.0,0.0001,12.6619,0.001,0.001
CITGO PIPELINE COMPANY,"CITGO PIPELINE COMPANY,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,0.0014,0.0024,0.0,0,22.0401,0,0
CLEARSTREAM WASTEWATER SYSTEMS INC,"CLEARSTREAM WASTEWATER SYSTEMS INC,HARDIN,TEXAS,USA",30.18677529999999,-94.18661879999999,0,0,0.0,0,14.4002,0.0065,0
TRANSCONTINENTAL GAS PIPE LINE COMPANY LLC,"TRANSCONTINENTAL GAS PIPE LINE COMPANY LLC,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,10.7723,30.4647,0.0,0.035,3.997,2.8812,2.8812
SUNOCO PARTNERS MARKETING & TERMINALS LP,"SUNOCO PARTNERS MARKETING & TERMINALS LP,HARDIN,TEXAS,USA",31.9685988,-99.9018131,0,0,0.0,0,0,0,0
EAST TEXAS ELECTRIC COOPERATIVE INC,"EAST TEXAS ELECTRIC COOPERATIVE INC,HARDIN,TEXAS,USA",30.15243479999999,-94.73908899999999,22.8407,17.3319,0.0,0.3533,4.4464,7.7879,7.7879
AAA BLAST COTE INC,"AAA BLAST COTE INC,HARRIS,TEXAS,USA",29.5671876,-95.1928976,0,0,0.0,0,5.16,0,0
AIR PRODUCTS LLC,"AIR PRODUCTS LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,53.4083,25.4694,0.0,2.4142,2.4106,42.3733,42.3713
MAGELLAN TERMINALS HOLDINGS LP,"MAGELLAN TERMINALS HOLDINGS LP,HARRIS,TEXAS,USA",29.7428313,-95.20286109999999,6.9899,7.8865,0.0,0.0515,193.6423,1.0656,0.9787
ARDAGH GLASS PACKAGING INC,"ARDAGH GLASS PACKAGING INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,13.413,80.785,0.0,169.953,9.042,61.3301,56.3
LBC HOUSTON LP,"LBC HOUSTON LP,HARRIS,TEXAS,USA",29.6079423,-95.0281201,64.1198,25.8549,0.0,5.1879,71.473,2.2152,2.215
ANHEUSER-BUSCH INC,"ANHEUSER-BUSCH INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,42.1151,14.726,0.0,6.3908,176.6559,52.4602,51.9778
EQUISTAR CHEMICALS LP,"EQUISTAR CHEMICALS LP,HARRIS,TEXAS,USA",29.6657838,-95.0193728,1941.0494,951.0537,0.0,16.4017,749.5645,202.5739,173.3902
FLINT HILLS RESOURCES HOUSTON CHEMICAL LLC,"FLINT HILLS RESOURCES HOUSTON CHEMICAL LLC,HARRIS,TEXAS,USA",29.70621959999999,-95.2511732,124.5457,161.825,0.0,26.1807,42.6995,48.7336,47.5152
TOTAL PETROCHEMICALS & REFINING USA  INC,"TOTAL PETROCHEMICALS & REFINING USA  INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,51.9824,42.1692,0.0,0.1004,71.6522,28.5528,24.2814
HOUSTON REFINING LP,"HOUSTON REFINING LP,HARRIS,TEXAS,USA",29.7098168,-95.23611849999999,309.1767,725.9407,0.0,531.0829,646.4396,143.1605,136.888
WR GRACE & CO-CONN,"WR GRACE & CO-CONN,HARRIS,TEXAS,USA",29.9381758,-95.3273432,9.7292,5.4911,0.0,0.0702,26.8054,1.6496,1.6496
EAGLE RAILCAR SERVICES-CHANNELVIEW TEXAS LLC,"EAGLE RAILCAR SERVICES-CHANNELVIEW TEXAS LLC,HARRIS,TEXAS,USA",29.7776881,-95.1456626,0.3379,0.3587,0.0,0.0021,7.4883,0.045,0.0423
AIR LIQUIDE AMERICA CORPORATION,"AIR LIQUIDE AMERICA CORPORATION,HARRIS,TEXAS,USA",29.7751825,-95.3102505,376.3664,328.142,0.0,5.4865,21.433,60.399,54.459
SWS HOLDINGS BRADY ISLAND LP,"SWS HOLDINGS BRADY ISLAND LP,HARRIS,TEXAS,USA",29.7232844,-95.2760469,0,0,0.0014,0,6.2813,0.3077,0.0541
BROCHSTEINS INC,"BROCHSTEINS INC,HARRIS,TEXAS,USA",29.6618235,-95.44303889999999,0.1073,0.1277,0.0,0.0008,12.8392,1.3763,1.3763
WYMAN-GORDON FORGINGS LP,"WYMAN-GORDON FORGINGS LP,HARRIS,TEXAS,USA",29.933175,-95.6534373,53.5926,84.7091,0.0,0.5568,11.787,13.1997,13.118
CELANESE LTD,"CELANESE LTD,HARRIS,TEXAS,USA",29.550327,-95.119275,502.0136,91.4084,0.0,11.148,189.1565,57.9088,51.3879
VALERO REFINING-TEXAS LP,"VALERO REFINING-TEXAS LP,HARRIS,TEXAS,USA",29.7428144,-95.3287009,175.9741,159.938,0.0212,50.4709,164.1251,175.3533,83.7159
TEXMARK CHEMICALS INC,"TEXMARK CHEMICALS INC,HARRIS,TEXAS,USA",29.7318288,-95.2286656,8.9251,3.3163,0.0,0.0343,41.6899,5.3841,1.4335
E R CARPENTER LP,"E R CARPENTER LP,HARRIS,TEXAS,USA",29.7751825,-95.3102505,13.5296,7.1943,0.0,0.0404,7.4387,0.6667,0.1163
CITY OF HOUSTON,"CITY OF HOUSTON,HARRIS,TEXAS,USA",29.7604267,-95.3698028,409.6522,86.1362,0.0,7.8327,43.2298,24.3148,3.1549
PASADENA REFINING SYSTEM INC,"PASADENA REFINING SYSTEM INC,HARRIS,TEXAS,USA",29.6910625,-95.2091006,223.9451,366.3599,0.0,496.8234,231.5072,73.6989,72.0345
CUSTOM BLAST SERVICES INC,"CUSTOM BLAST SERVICES INC,HARRIS,TEXAS,USA",29.6301801,-95.1572686,0,0,0.0,0,9.7724,0.2787,0.2787
OXY VINYLS LP,"OXY VINYLS LP,HARRIS,TEXAS,USA",29.7257778,-95.0780266,16.2584,13.6877,0.0,0.0549,14.0018,20.2901,20.2814
OXYVINYLS LP,"OXYVINYLS LP,HARRIS,TEXAS,USA",29.7122441,-95.1448697,166.8018,210.6521,0.0,0.9095,29.1059,61.4058,61.4058
GB BIOSCIENCES LLC,"GB BIOSCIENCES LLC,HARRIS,TEXAS,USA",29.76362,-95.1719552,0.7732,0.4577,0.0,0.0374,4.858,0.1917,0.0765
DIXIE CHEMICAL COMPANY INC,"DIXIE CHEMICAL COMPANY INC,HARRIS,TEXAS,USA",29.6102013,-95.0518835,26.4149,15.6058,0.0,2.3842,28.7273,12.5146,6.8817
LAPORTE RAIL AND TERMINAL LLC,"LAPORTE RAIL AND TERMINAL LLC,HARRIS,TEXAS,USA",29.7025508,-95.0378666,0.033,0.1183,0.0,0.0139,4.9344,0.0098,0.0092
VOPAK LOGISTICS SERVICES USA INC,"VOPAK LOGISTICS SERVICES USA INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,0,0,0.0,0,32.9621,0,0
ALBEMARLE CORPORATION,"ALBEMARLE CORPORATION,HARRIS,TEXAS,USA",29.6429872,-95.0641996,30.6547,14.4283,0.0005,0.3197,112.6278,19.4801,8.2243
EXXONMOBIL CHEMICAL COMPANY,"EXXONMOBIL CHEMICAL COMPANY,HARRIS,TEXAS,USA",29.7424542,-95.0256118,522.8758,1960.0491,0.1226,21.6672,322.1509,343.443,335.1525
TANDEM ENERGY  CORP,"TANDEM ENERGY  CORP,HARRIS,TEXAS,USA",29.7382097,-95.4612724,11.3289,10.8676,0.0,0,15.6379,0.5637,0.5637
EXXONMOBIL REFINING & SUPPLY CO,"EXXONMOBIL REFINING & SUPPLY CO,HARRIS,TEXAS,USA",29.7751825,-95.3102505,1625.8978,1911.3429,0.1141,1726.8818,1992.1369,877.6878,707.1678
EXXONMOBIL PIPELINE COMPANY,"EXXONMOBIL PIPELINE COMPANY,HARRIS,TEXAS,USA",29.5211928,-95.1055565,0.2317,1.0755,0.0,0.0711,15.2863,0.0763,0.0763
EXXONMOBIL  PIPELINE  COMPANY,"EXXONMOBIL  PIPELINE  COMPANY,HARRIS,TEXAS,USA",29.5211928,-95.1055565,0.0175,0.0705,0.0,0.005,26.9332,0.0049,0.0049
PEROXYCHEM LLC,"PEROXYCHEM LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,0.1334,0.6192,0.0,0.0408,24.8179,1.8027,1.799
US VENTURE INC,"US VENTURE INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,1.3326,0.7223,0.0,0.0354,27.3132,0,0
GULF COAST AUTHORITY,"GULF COAST AUTHORITY,HARRIS,TEXAS,USA",29.55389229999999,-95.12051939999999,3.4959,4.4445,0.0,0.0434,22.3059,0.6055,0.3195
KM LIQUIDS TERMINALS LLC,"KM LIQUIDS TERMINALS LLC,HARRIS,TEXAS,USA",29.6775076,-94.9957888,12.9847,10.8492,0.0,0.0891,747.1575,0.9018,0.899
INEOS AMERICAS LLC,"INEOS AMERICAS LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,4.0716,13.1282,0.0,0.0965,54.1465,6.2673,6.2398
GOODYEAR TIRE & RUBBER COMPANY,"GOODYEAR TIRE & RUBBER COMPANY,HARRIS,TEXAS,USA",29.7751825,-95.3102505,7.588,6.9786,0.0,0.2602,15.2836,2.4267,2.3444
CHEVRON PHILLIPS CHEMICAL COMPANY LP,"CHEVRON PHILLIPS CHEMICAL COMPANY LP,HARRIS,TEXAS,USA",29.8171228,-94.93417579999999,389.7299,527.8409,0.0,10.8373,460.4745,130.5113,124.5602
CHEVRON USA  INC,"CHEVRON USA  INC,HARRIS,TEXAS,USA",29.7411567,-95.2115094,21.9326,8.8316,0.0,0.0246,30.9898,0.3112,0.3112
MONUMENT CHEMICAL HOUSTON LLC,"MONUMENT CHEMICAL HOUSTON LLC,HARRIS,TEXAS,USA",29.7552379,-95.1008837,85.9757,24.3237,0.0,0.0551,34.2089,4.3607,4.3607
HFOTCO LLC,"HFOTCO LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,4.2273,14.7269,0.0,0.6717,55.0134,4.9823,4.9823
NRG TEXAS POWER LLC,"NRG TEXAS POWER LLC,HARRIS,TEXAS,USA",29.725105,-95.06075899999999,156.111,173.2,0.0,0.5036,3.8603,5.975,5.975
HYDRIL COMPANY,"HYDRIL COMPANY,HARRIS,TEXAS,USA",29.9376593,-95.3361291,0,0,0.0,0,26.3046,0.1081,0.0409
INDUSTRIAL METAL FINISHING CO,"INDUSTRIAL METAL FINISHING CO,HARRIS,TEXAS,USA",29.6963681,-95.35519269999999,0.6152,0.7322,0.0,0.0042,5.2764,0.0562,0.0562
INTERCONTINENTAL TERMINALS COMPANY LLC,"INTERCONTINENTAL TERMINALS COMPANY LLC,HARRIS,TEXAS,USA",29.73353569999999,-95.0962066,130.3587,20.2343,0.0,0.1861,116.4404,0.449,0.449
JACOB STERN AND SONS INC,"JACOB STERN AND SONS INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,8.085,9.6252,0.0,0,0.53,0.7316,0.7316
ALTIVIA OXIDE CHEMICALS LLC,"ALTIVIA OXIDE CHEMICALS LLC,HARRIS,TEXAS,USA",29.9227409,-95.0536499,0.0067,0.0268,0.0,0,2.8443,0.0015,0.0013
PRECOAT METALS DIV OF SEQUA CORPORATION,"PRECOAT METALS DIV OF SEQUA CORPORATION,HARRIS,TEXAS,USA",29.754289,-95.1095802,148.4147,7.227,0.0,0.0501,31.8185,0.3258,0.3258
SOLENIS LLC,"SOLENIS LLC,HARRIS,TEXAS,USA",29.6169328,-95.0608432,2.71,7.749,0.0,0.0624,9.9639,1.0519,0.6749
LUBRIZOL CORPORATION,"LUBRIZOL CORPORATION,HARRIS,TEXAS,USA",29.7108791,-95.0904455,155.6245,58.7919,0.0,6.1901,214.5179,9.0753,8.4364
ARKEMA INC,"ARKEMA INC,HARRIS,TEXAS,USA",29.6223923,-95.06244939999999,0.4522,1.8897,0.0,1.3513,1.5065,3.9826,0.036
POLYNT COMPOSITES USA INC,"POLYNT COMPOSITES USA INC,HARRIS,TEXAS,USA",29.67169029999999,-95.3913149,5.3362,6.6884,0.0,0.0673,22.3467,12.5815,12.5815
MARATHON PIPE LINE LLC,"MARATHON PIPE LINE LLC,HARRIS,TEXAS,USA",29.7174224,-95.1722793,0,0,0.0,0,113.5481,0,0
INTERNATIONAL PAINT LLC,"INTERNATIONAL PAINT LLC,HARRIS,TEXAS,USA",29.8547521,-95.47387200000001,0,0,0.0,0,6.7405,0.8791,0.8791
SASOL CHEMICALS USA LLC,"SASOL CHEMICALS USA LLC,HARRIS,TEXAS,USA",29.7889638,-95.6002882,6.6212,27.4273,0.0,2.3476,7.8007,4.2326,4.2326
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,HARRIS,TEXAS,USA",29.7493564,-95.4715705,18.6764,23.372,0.0,3.1279,143.696,3.9692,3.9692
PCI NITROGEN LLC,"PCI NITROGEN LLC,HARRIS,TEXAS,USA",29.80322169999999,-95.4727637,18.3043,15.569,0.0,145.6952,1.6294,33.7209,18.5666
LYONDELL CHEMICAL COMPANY,"LYONDELL CHEMICAL COMPANY,HARRIS,TEXAS,USA",29.83515509999999,-95.11918399999999,94.3791,102.4004,0.0,0.5343,122.4633,9.8798,8.4408
TPC GROUP LLC,"TPC GROUP LLC,HARRIS,TEXAS,USA",29.7497206,-95.4648025,73.2351,510.4957,0.0,14.7654,107.5782,64.4072,61.3868
BAKER PETROLITE LLC,"BAKER PETROLITE LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,4.1924,5.6407,0.0,0.0749,3.9392,0.9777,0.9775
PHILLIPS 66 PIPELINE LLC,"PHILLIPS 66 PIPELINE LLC,HARRIS,TEXAS,USA",29.7322463,-95.5503257,17.1193,12.8161,0.0,0.3706,112.7596,0.4942,0.4942
CHEVRON PHILLIPS CHEMICAL COMPANY  LP,"CHEVRON PHILLIPS CHEMICAL COMPANY  LP,HARRIS,TEXAS,USA",29.8171228,-94.93417579999999,394.3199,54.1604,0.0,0.2215,388.5341,12.0156,4.4566
PILOT CHEMICAL CO,"PILOT CHEMICAL CO,HARRIS,TEXAS,USA",29.9034482,-95.5001599,41.5718,8.3693,0.0,0.0891,5.8515,0.2966,0.2966
QUALITY ELECTRIC STEEL CASTINGS LP,"QUALITY ELECTRIC STEEL CASTINGS LP,HARRIS,TEXAS,USA",29.7859697,-95.2868321,10.5426,3.0041,0.0,0.0141,11.3067,14.8332,14.8332
VOPAK TERMINAL DEER PARK INC,"VOPAK TERMINAL DEER PARK INC,HARRIS,TEXAS,USA",29.7428143,-95.090908,96.5545,13.5784,0.0,2.2918,244.3594,0.5195,0.5195
ROHM AND HAAS TEXAS INCORPORATED,"ROHM AND HAAS TEXAS INCORPORATED,HARRIS,TEXAS,USA",29.723154,-95.1000258,260.4759,349.7892,0.0,1276.2123,229.4925,51.6684,51.6683
CLEAN HARBORS DEER PARK LLC,"CLEAN HARBORS DEER PARK LLC,HARRIS,TEXAS,USA",29.7035462,-95.12992349999999,4.8872,48.375,0.0949,0.7722,3.8693,10.084,6.479
MAUSER USA LLC,"MAUSER USA LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,11.7831,8.5744,0.0,0.0741,40.1373,1.0456,0.8425
SHELL CHEMICAL LP,"SHELL CHEMICAL LP,HARRIS,TEXAS,USA",29.7591382,-95.36766109999999,17.473,13.5776,0.0,0.6689,10.7957,1.0465,1.0455
MOTIVA ENTERPRISES LLC,"MOTIVA ENTERPRISES LLC,HARRIS,TEXAS,USA",29.7578344,-95.3705072,1.5411,0.6588,0.0,0,37.0889,0.0281,0.0281
SHELL PIPELINE COMPANY LP,"SHELL PIPELINE COMPANY LP,HARRIS,TEXAS,USA",29.6334223,-95.11770899999999,0,0,0.0,0,61.0009,0,0
INEOS USA LLC,"INEOS USA LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,205.6412,109.2824,0.0,4.2872,384.3395,14.7609,11.847
SOUTHWEST SHIPYARD LP,"SOUTHWEST SHIPYARD LP,HARRIS,TEXAS,USA",29.7917297,-95.06505729999999,10.4591,6.035,0.0002,0.1185,29.8322,1.5489,1.5237
ECO SERVICES OPERATIONS CORP,"ECO SERVICES OPERATIONS CORP,HARRIS,TEXAS,USA",29.7481281,-95.0021517,2.3659,33.409,0.0001,249.1177,3.458,10.9308,8.1308
NOURYON FUNCTIONAL CHEMICALS LLC,"NOURYON FUNCTIONAL CHEMICALS LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,33.2885,7.0236,0.0,0.0452,23.8144,3.2546,0.4973
ENTERPRISE REFINED PRODUCTS COMPANY LLC,"ENTERPRISE REFINED PRODUCTS COMPANY LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,0.126,0.608,0.0,0.0377,25.8185,0.0405,0.0405
MAGELLAN PIPELINE TERMINALS LP,"MAGELLAN PIPELINE TERMINALS LP,HARRIS,TEXAS,USA",29.7751825,-95.3102505,0.5349,0.6243,0.0,0.0018,106.4183,0.0035,0
OWENS CORNING ROOFING AND ASPHALT LLC,"OWENS CORNING ROOFING AND ASPHALT LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,21.5447,7.1046,0.0,0.3944,15.4705,10.5503,10.5295
UNITED STATES GYPSUM COMPANY,"UNITED STATES GYPSUM COMPANY,HARRIS,TEXAS,USA",29.7230979,-95.2435495,24.177,11.949,0.0,0.3804,8.5828,22.707,13.674
DOW CHEMICAL COMPANY,"DOW CHEMICAL COMPANY,HARRIS,TEXAS,USA",29.7174229,-95.1568904,4.0778,4.9587,0.0,0.029,7.1997,3.5433,3.3534
TARGA DOWNSTREAM LLC,"TARGA DOWNSTREAM LLC,HARRIS,TEXAS,USA",29.736876,-95.43705000000001,22.677,15.0964,0.0,0.0383,111.5461,0.3243,0.3243
MCCARTY ROAD LANDFILL TX LP,"MCCARTY ROAD LANDFILL TX LP,HARRIS,TEXAS,USA",29.8208418,-95.2446605,96.626,24.74,0.0,152.606,11.962,55.974,34.5424
UTLX MANUFACTURING LLC,"UTLX MANUFACTURING LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,3.6916,4.5023,0.0,0.0264,4.8013,0.7264,0.7264
MULTI-CHEM GROUP LLC,"MULTI-CHEM GROUP LLC,HARRIS,TEXAS,USA",29.945515,-95.3263463,2.1585,1.8842,0.0,0.02,7.3419,0.1865,0.1865
BRASKEM AMERICA INC,"BRASKEM AMERICA INC,HARRIS,TEXAS,USA",29.7576806,-95.36484229999999,49.4296,11.9604,0.0,0.1745,55.7902,11.5752,3.6055
POWELL ELECTRICAL SYSTEMS INC,"POWELL ELECTRICAL SYSTEMS INC,HARRIS,TEXAS,USA",29.6441539,-95.2557118,2.0604,3.8875,0.0,0.1418,8.0693,3.6308,3.6308
EXPLORER PIPELINE CO,"EXPLORER PIPELINE CO,HARRIS,TEXAS,USA",29.8066501,-95.2333068,0,0,0.0,0,12.8691,0,0
HALDOR TOPSOE INC,"HALDOR TOPSOE INC,HARRIS,TEXAS,USA",29.5487022,-95.1082978,32.4206,3.726,0.0,0.1543,2.6918,15.9332,14.3963
NCI GROUP INC,"NCI GROUP INC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,1.048,1.276,0.0,0.0076,10.2617,0.304,0.3039
SOLVAY CHEMICALS INC,"SOLVAY CHEMICALS INC,HARRIS,TEXAS,USA",29.7180653,-95.08924209999999,0,0,0.0,0,19.8701,19.1117,16.1455
ROHM AND HAAS CHEMICALS LLC,"ROHM AND HAAS CHEMICALS LLC,HARRIS,TEXAS,USA",29.7200422,-95.1028714,10.3057,7.2227,0.0,0.0849,4.1943,2.8502,2.8502
SI GROUP INC,"SI GROUP INC,HARRIS,TEXAS,USA",29.7698784,-95.01916109999999,6.8549,8.1459,0.0,0.1222,11.2901,1.2966,1.2943
TX MED CENTER CENTRAL HEATING AND COOLING SERVS CORP,"TX MED CENTER CENTRAL HEATING AND COOLING SERVS CORP,HARRIS,TEXAS,USA",29.70632549999999,-95.3990979,47.8076,22.3929,0.0,0.5306,5.5127,9.8135,7.1587
TOSHIBA INTERNATIONAL CORP,"TOSHIBA INTERNATIONAL CORP,HARRIS,TEXAS,USA",29.8614945,-95.6047316,0.1625,0.1934,0.0,0.0011,5.3934,0.0397,0.0397
ODFJELL TERMINALS HOUSTON INC,"ODFJELL TERMINALS HOUSTON INC,HARRIS,TEXAS,USA",29.7461417,-95.4501805,20.9445,4.9437,0.0,1.0472,25.854,0.0833,0.0833
HARTREE CHANNELVIEW LLC,"HARTREE CHANNELVIEW LLC,HARRIS,TEXAS,USA",29.7633856,-95.10180729999999,0.7085,1.4416,0.0,0.2658,12.0343,0.6269,0.6059
STOLTHAVEN HOUSTON INC,"STOLTHAVEN HOUSTON INC,HARRIS,TEXAS,USA",29.7463394,-95.1228173,26.9863,6.4652,0.0,0.1073,73.4817,1.3743,1.3743
KANEKA NORTH AMERICA LLC,"KANEKA NORTH AMERICA LLC,HARRIS,TEXAS,USA",29.6197336,-95.08641159999999,47.865,21.3688,0.0,0.7194,53.4229,10.4363,10.4344
RICE UNIVERSITY,"RICE UNIVERSITY,HARRIS,TEXAS,USA",29.7173941,-95.40183119999999,0.9992,7.9441,0.0,0.2762,0.8208,1.3527,1.3527
OPTIM ENERGY ALTURA COGEN LLC,"OPTIM ENERGY ALTURA COGEN LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,368.7468,374.9592,0.0,11.5433,3.126,77.3428,75.9988
GREIF PACKAGING LLC,"GREIF PACKAGING LLC,HARRIS,TEXAS,USA",29.7751825,-95.3102505,5.3575,6.378,0.0,0.0371,23.3079,0.6021,0.4654
BASF CORPORATION,"BASF CORPORATION,HARRIS,TEXAS,USA",29.7751825,-95.3102505,79.7278,9.3725,0.0,0.9906,12.7397,9.4999,2.1413
KURARAY AMERICA  INC,"KURARAY AMERICA  INC,HARRIS,TEXAS,USA",29.5909269,-95.1003729,27.5098,4.46,0.0,0.0188,46.5469,4.1354,2.4795
TEX-TRUDE LP,"TEX-TRUDE LP,HARRIS,TEXAS,USA",29.8125092,-95.1274088,2.96,0.43,0.0,0,3.8406,0,0
KINDER MORGAN TEJAS PIPELINE LP,"KINDER MORGAN TEJAS PIPELINE LP,HARRIS,TEXAS,USA",29.7751825,-95.3102505,2.0619,1.1627,0.0,0.0353,16.4586,0.0164,0.0164
TRUNKLINE GAS COMPANY LLC,"TRUNKLINE GAS COMPANY LLC,HARRIS,TEXAS,USA",29.7392337,-95.4634689,0.278,0.1652,0.0,0,0.0363,0.0007,0.0007
GSF ENERGY LLC,"GSF ENERGY LLC,HARRIS,TEXAS,USA",29.9455285,-95.40352449999999,45.88,24.35,0.0,3.63,9.4199,1.39,1.39
